bank,d,tt_buy,tt_sell,n_buy,n_sell,mid
cbsl,2016-12-09,146.85,150.6,,,
cbsl,2016-12-14,146.89,150.64,,,
cbsl,2016-12-15,147.01,150.74,,,
cbsl,2016-12-16,147.49,151.23,,,
cbsl,2016-12-19,147.5,151.24,,,
cbsl,2016-12-20,147.56,151.3,,,
cbsl,2016-12-21,147.88,151.65,,,
cbsl,2016-12-22,148.35,152.12,,,
cbsl,2016-12-23,148.6,152.37,,,
cbsl,2016-12-27,147.79,151.55,,,
cbsl,2016-12-28,147.92,151.69,,,
cbsl,2016-12-29,147.89,151.66,,,
cbsl,2016-12-30,147.84,151.66,,,
cbsl,2017-01-02,147.93,151.68,,,
cbsl,2017-01-03,147.95,151.7,,,
cbsl,2017-01-04,147.98,151.73,,,
cbsl,2017-01-05,147.95,151.7,,,
cbsl,2017-01-06,147.99,151.74,,,
cbsl,2017-01-10,148.03,151.78,,,
cbsl,2017-01-11,147.99,151.74,,,
cbsl,2017-01-13,148.01,151.76,,,
cbsl,2017-01-16,148.09,151.84,,,
cbsl,2017-01-17,148.09,151.84,,,
cbsl,2017-01-18,148.09,151.84,,,
cbsl,2017-01-19,148.13,151.88,,,
cbsl,2017-01-20,148.28,152.03,,,
cbsl,2017-01-23,148.39,152.14,,,
cbsl,2017-01-24,148.46,152.21,,,
cbsl,2017-01-25,148.49,152.24,,,
cbsl,2017-01-26,148.49,152.24,,,
cbsl,2017-01-27,148.43,152.16,,,
cbsl,2017-01-30,148.42,152.15,,,
cbsl,2017-01-31,148.51,152.24,,,
cbsl,2017-02-01,148.61,152.34,,,
cbsl,2017-02-02,148.55,152.28,,,
cbsl,2017-02-03,148.54,152.27,,,
cbsl,2017-02-06,148.4,152.33,,,
cbsl,2017-02-07,148.71,152.44,,,
cbsl,2017-02-08,148.76,152.49,,,
cbsl,2017-02-09,148.71,152.44,,,
cbsl,2017-02-13,148.71,152.44,,,
cbsl,2017-02-14,148.72,152.45,,,
cbsl,2017-02-15,148.71,152.44,,,
cbsl,2017-02-16,148.72,152.45,,,
cbsl,2017-02-17,148.84,152.57,,,
cbsl,2017-02-20,149.15,152.88,,,
cbsl,2017-02-21,149.68,153.44,,,
cbsl,2017-02-22,149.8,153.56,,,
cbsl,2017-02-23,150.32,154.21,,,
cbsl,2017-02-27,149.85,153.74,,,
cbsl,2017-02-28,149.6,153.48,,,
cbsl,2017-03-01,149.44,153.31,,,
cbsl,2017-03-02,149.34,153.21,,,
cbsl,2017-03-03,149.29,153.16,,,
cbsl,2017-03-06,149.24,153.11,,,
cbsl,2017-03-07,149.28,153.15,,,
cbsl,2017-03-08,149.31,153.18,,,
cbsl,2017-03-09,149.6,153.44,,,
cbsl,2017-03-10,149.65,153.49,,,
cbsl,2017-03-13,149.68,153.52,,,
cbsl,2017-03-14,149.84,153.69,,,
cbsl,2017-03-15,149.99,153.84,,,
cbsl,2017-03-16,150.19,154.04,,,
cbsl,2017-03-17,150.32,154.17,,,
cbsl,2017-03-20,150.05,153.9,,,
cbsl,2017-03-21,149.94,153.79,,,
cbsl,2017-03-22,149.93,153.78,,,
cbsl,2017-03-23,149.95,153.8,,,
cbsl,2017-03-24,149.95,153.8,,,
cbsl,2017-03-27,150.11,153.96,,,
cbsl,2017-03-28,150.11,153.96,,,
cbsl,2017-03-29,150.17,154.02,,,
cbsl,2017-03-30,150.09,153.94,,,
cbsl,2017-03-31,150.06,153.91,,,
cbsl,2017-04-03,150.06,153.86,,,
cbsl,2017-04-04,150.01,153.81,,,
cbsl,2017-04-05,149.93,153.72,,,
cbsl,2017-04-06,150.04,153.84,,,
cbsl,2017-04-07,150.03,153.83,,,
cbsl,2017-04-11,150.21,154.01,,,
cbsl,2017-04-12,150.4,154.2,,,
cbsl,2017-04-17,150.3,154.1,,,
cbsl,2017-04-18,150.32,154.12,,,
cbsl,2017-04-19,150.37,154.17,,,
cbsl,2017-04-20,150.6,154.4,,,
cbsl,2017-04-21,150.51,154.31,,,
cbsl,2017-04-24,150.49,154.29,,,
cbsl,2017-04-25,150.49,154.29,,,
cbsl,2017-04-26,150.51,154.31,,,
cbsl,2017-04-27,150.44,154.24,,,
cbsl,2017-04-28,150.44,154.24,,,
cbsl,2017-05-02,150.45,154.25,,,
cbsl,2017-05-03,150.47,154.27,,,
cbsl,2017-05-04,150.54,154.34,,,
cbsl,2017-05-05,150.42,154.22,,,
cbsl,2017-05-08,150.29,154.09,,,
cbsl,2017-05-09,150.4,154.2,,,
cbsl,2017-05-12,150.43,154.23,,,
cbsl,2017-05-15,150.38,154.18,,,
cbsl,2017-05-16,150.5,154.3,,,
cbsl,2017-05-17,150.6,154.4,,,
cbsl,2017-05-18,150.63,154.43,,,
cbsl,2017-05-19,150.62,154.42,,,
cbsl,2017-05-22,150.74,154.54,,,
cbsl,2017-05-23,150.77,154.57,,,
cbsl,2017-05-24,150.68,154.48,,,
cbsl,2017-05-25,150.75,154.55,,,
cbsl,2017-05-26,150.77,154.57,,,
cbsl,2017-05-29,150.76,154.56,,,
cbsl,2017-05-30,150.79,154.59,,,
cbsl,2017-05-31,150.81,154.61,,,
cbsl,2017-06-01,150.8,154.6,,,
cbsl,2017-06-02,150.78,154.58,,,
cbsl,2017-06-05,150.79,154.59,,,
cbsl,2017-06-06,150.79,154.59,,,
cbsl,2017-06-07,150.79,154.59,,,
cbsl,2017-06-09,150.78,154.58,,,
cbsl,2017-06-12,150.78,154.58,,,
cbsl,2017-06-13,150.78,154.58,,,
cbsl,2017-06-14,150.8,154.6,,,
cbsl,2017-06-15,150.84,154.64,,,
cbsl,2017-06-16,150.87,154.67,,,
cbsl,2017-06-19,151.02,154.82,,,
cbsl,2017-06-20,151.05,154.85,,,
cbsl,2017-06-21,151.21,155.01,,,
cbsl,2017-06-22,151.22,155.02,,,
cbsl,2017-06-23,151.17,154.97,,,
cbsl,2017-06-27,151.16,154.96,,,
cbsl,2017-06-28,151.22,155.02,,,
cbsl,2017-06-29,151.33,155.13,,,
cbsl,2017-06-30,151.4,155.2,,,
cbsl,2017-07-03,151.44,155.24,,,
cbsl,2017-07-04,151.48,155.28,,,
cbsl,2017-07-05,151.58,155.38,,,
cbsl,2017-07-06,151.58,155.38,,,
cbsl,2017-07-07,151.58,155.38,,,
cbsl,2017-07-10,151.59,155.39,,,
cbsl,2017-07-11,151.64,155.44,,,
cbsl,2017-07-12,151.63,155.43,,,
cbsl,2017-07-13,151.64,155.44,,,
cbsl,2017-07-14,151.64,155.44,,,
cbsl,2017-07-17,151.66,155.46,,,
cbsl,2017-07-18,151.66,155.46,,,
cbsl,2017-07-19,151.71,155.51,,,
cbsl,2017-07-20,151.68,155.48,,,
cbsl,2017-07-21,151.66,155.46,,,
cbsl,2017-07-24,151.66,155.46,,,
cbsl,2017-07-25,151.55,155.35,,,
cbsl,2017-07-26,151.56,155.36,,,
cbsl,2017-07-27,151.57,155.37,,,
cbsl,2017-07-28,151.66,155.46,,,
cbsl,2017-07-31,151.67,155.47,,,
cbsl,2017-08-01,151.55,155.35,,,
cbsl,2017-08-02,151.48,155.28,,,
cbsl,2017-08-03,151.47,155.27,,,
cbsl,2017-08-04,151.34,155.14,,,
cbsl,2017-08-08,151.38,155.18,,,
cbsl,2017-08-09,151.25,155.05,,,
cbsl,2017-08-10,151.24,155.04,,,
cbsl,2017-08-11,151.12,154.92,,,
cbsl,2017-08-14,151.03,154.83,,,
cbsl,2017-08-15,151.03,154.83,,,
cbsl,2017-08-16,151.13,154.93,,,
cbsl,2017-08-17,151.16,154.96,,,
cbsl,2017-08-18,151.19,154.99,,,
cbsl,2017-08-21,151.26,155.06,,,
cbsl,2017-08-22,151.17,154.95,,,
cbsl,2017-08-23,151.07,154.87,,,
cbsl,2017-08-24,150.98,154.78,,,
cbsl,2017-08-25,151,154.8,,,
cbsl,2017-08-28,151.01,154.81,,,
cbsl,2017-08-29,150.97,154.77,,,
cbsl,2017-08-30,150.86,154.66,,,
cbsl,2017-08-31,150.84,154.64,,,
cbsl,2017-09-04,150.7,154.52,,,
cbsl,2017-09-06,150.5,154.3,,,
cbsl,2017-09-07,150.65,154.45,,,
cbsl,2017-09-08,150.72,154.52,,,
cbsl,2017-09-11,150.78,154.58,,,
cbsl,2017-09-12,150.81,154.61,,,
cbsl,2017-09-13,150.85,154.65,,,
cbsl,2017-09-14,150.97,154.77,,,
cbsl,2017-09-15,150.94,154.74,,,
cbsl,2017-09-18,150.91,154.71,,,
cbsl,2017-09-19,151.07,154.87,,,
cbsl,2017-09-20,151.15,154.95,,,
cbsl,2017-09-21,150.8,154.6,,,
cbsl,2017-09-22,150.78,154.58,,,
cbsl,2017-09-25,150.85,154.65,,,
cbsl,2017-09-26,151.01,154.81,,,
cbsl,2017-09-27,151.02,154.82,,,
cbsl,2017-09-28,151.07,154.87,,,
cbsl,2017-09-29,151.11,154.91,,,
cbsl,2017-10-02,151.09,154.89,,,
cbsl,2017-10-03,151.13,154.93,,,
cbsl,2017-10-04,151.25,155.05,,,
cbsl,2017-10-06,151.29,155.09,,,
cbsl,2017-10-09,151.28,155.08,,,
cbsl,2017-10-10,151.33,155.13,,,
cbsl,2017-10-11,151.43,155.23,,,
cbsl,2017-10-12,151.5,155.3,,,
cbsl,2017-10-13,151.71,155.51,,,
cbsl,2017-10-16,151.67,155.47,,,
cbsl,2017-10-17,151.62,155.42,,,
cbsl,2017-10-19,151.62,155.42,,,
cbsl,2017-10-20,151.64,155.44,,,
cbsl,2017-10-23,151.64,155.44,,,
cbsl,2017-10-24,151.74,155.54,,,
cbsl,2017-10-25,151.8,155.6,,,
cbsl,2017-10-26,151.79,155.59,,,
cbsl,2017-10-27,151.62,155.42,,,
cbsl,2017-10-30,151.55,155.35,,,
cbsl,2017-10-31,151.6,155.4,,,
cbsl,2017-11-01,151.58,155.38,,,
cbsl,2017-11-02,151.65,155.45,,,
cbsl,2017-11-06,151.62,155.42,,,
cbsl,2017-11-07,151.54,155.34,,,
cbsl,2017-11-08,151.42,155.2,,,
cbsl,2017-11-09,151.34,155.14,,,
cbsl,2017-11-10,151.56,155.36,,,
cbsl,2017-11-13,151.55,155.35,,,
cbsl,2017-11-14,151.53,155.33,,,
cbsl,2017-11-15,151.57,155.37,,,
cbsl,2017-11-16,151.72,155.52,,,
cbsl,2017-11-17,151.62,155.42,,,
cbsl,2017-11-20,151.65,155.45,,,
cbsl,2017-11-21,151.69,155.49,,,
cbsl,2017-11-22,151.72,155.52,,,
cbsl,2017-11-23,151.7,155.5,,,
cbsl,2017-11-24,151.64,155.44,,,
cbsl,2017-11-27,151.68,155.48,,,
cbsl,2017-11-28,151.63,155.43,,,
cbsl,2017-11-29,151.68,155.48,,,
cbsl,2017-11-30,151.68,155.48,,,
cbsl,2017-12-04,151.55,155.35,,,
cbsl,2017-12-05,151.52,155.32,,,
cbsl,2017-12-06,151.33,155.13,,,
cbsl,2017-12-07,151.28,155.08,,,
cbsl,2017-12-08,151.27,155.07,,,
cbsl,2017-12-11,151.06,154.86,,,
cbsl,2017-12-12,151.03,154.85,,,
cbsl,2017-12-13,151.05,154.85,,,
cbsl,2017-12-14,151.23,155.01,,,
cbsl,2017-12-15,151.18,154.96,,,
cbsl,2017-12-18,151.15,154.93,,,
cbsl,2017-12-19,151.15,154.93,,,
cbsl,2017-12-20,151.15,154.93,,,
cbsl,2017-12-21,151.01,154.79,,,
cbsl,2017-12-22,150.94,154.72,,,
cbsl,2017-12-26,150.89,154.67,,,
cbsl,2017-12-27,150.73,154.51,,,
cbsl,2017-12-28,150.54,154.32,,,
cbsl,2017-12-29,151.31,155.15,,,
cbsl,2018-01-02,151.43,155.23,,,
cbsl,2018-01-03,151.55,155.35,,,
cbsl,2018-01-04,151.63,155.41,,,
cbsl,2018-01-05,151.58,155.34,,,
cbsl,2018-01-08,151.66,155.37,,,
cbsl,2018-01-09,151.82,155.59,,,
cbsl,2018-01-10,151.8,155.56,,,
cbsl,2018-01-11,151.76,155.52,,,
cbsl,2018-01-12,151.82,155.59,,,
cbsl,2018-01-16,151.92,155.69,,,
cbsl,2018-01-17,151.94,155.71,,,
cbsl,2018-01-18,151.85,155.62,,,
cbsl,2018-01-19,151.91,155.68,,,
cbsl,2018-01-22,151.92,155.69,,,
cbsl,2018-01-23,152.02,155.8,,,
cbsl,2018-01-24,152.12,155.9,,,
cbsl,2018-01-25,151.76,155.52,,,
cbsl,2018-01-26,151.8,155.56,,,
cbsl,2018-01-29,151.8,155.56,,,
cbsl,2018-01-30,151.81,155.58,,,
cbsl,2018-02-01,151.99,155.77,,,
cbsl,2018-02-02,152.23,155.94,,,
cbsl,2018-02-06,152.36,156.13,,,
cbsl,2018-02-07,152.59,156.36,,,
cbsl,2018-02-08,152.56,156.33,,,
cbsl,2018-02-09,152.42,156.19,,,
cbsl,2018-02-12,152.37,156.14,,,
cbsl,2018-02-14,152.97,156.74,,,
cbsl,2018-02-15,153.42,157.2,,,
cbsl,2018-02-16,152.89,156.67,,,
cbsl,2018-02-19,153.19,156.97,,,
cbsl,2018-02-20,153.36,157.14,,,
cbsl,2018-02-21,153.41,157.19,,,
cbsl,2018-02-22,153.23,157.01,,,
cbsl,2018-02-23,153.24,157.02,,,
cbsl,2018-02-26,153.22,157,,,
cbsl,2018-02-27,152.96,156.74,,,
cbsl,2018-02-28,152.94,156.72,,,
cbsl,2018-03-02,153.1186,156.9004,,,
cbsl,2018-03-05,153.1787,156.9603,,,
cbsl,2018-03-06,153.079,156.86,,,
cbsl,2018-03-07,153.1288,156.9102,,,
cbsl,2018-03-08,153.3481,157.1308,,,
cbsl,2018-03-09,153.3581,157.1408,,,
cbsl,2018-03-12,153.4479,157.231,,,
cbsl,2018-03-13,153.5877,157.3712,,,
cbsl,2018-03-14,153.6375,157.4214,,,
cbsl,2018-03-15,153.767,157.5418,,,
cbsl,2018-03-16,153.9066,157.6822,,,
cbsl,2018-03-19,153.9266,157.7022,,,
cbsl,2018-03-20,154.0765,157.8523,,,
cbsl,2018-03-21,154.0766,157.8522,,,
cbsl,2018-03-22,154.0766,157.8522,,,
cbsl,2018-03-23,154.1065,157.8823,,,
cbsl,2018-03-26,154.1165,157.8923,,,
cbsl,2018-03-27,154.0665,157.8423,,,
cbsl,2018-03-28,154.0167,157.7921,,,
cbsl,2018-03-29,153.7175,157.4914,,,
cbsl,2018-04-02,153.7474,157.5215,,,
cbsl,2018-04-03,153.2786,157.0504,,,
cbsl,2018-04-04,153.8272,157.6016,,,
cbsl,2018-04-05,153.8769,157.6519,,,
cbsl,2018-04-06,153.6176,157.3913,,,
cbsl,2018-04-09,153.4779,157.251,,,
cbsl,2018-04-10,153.5877,157.3612,,,
cbsl,2018-04-11,153.6276,157.4013,,,
cbsl,2018-04-12,153.6874,157.4615,,,
cbsl,2018-04-16,153.7572,157.5316,,,
cbsl,2018-04-17,154.0266,157.8022,,,
cbsl,2018-04-18,154.3657,158.143,,,
cbsl,2018-04-19,154.3461,158.1226,,,
cbsl,2018-04-20,154.2861,158.0626,,,
cbsl,2018-04-23,154.3957,158.173,,,
cbsl,2018-04-24,154.9148,158.6938,,,
cbsl,2018-04-25,155.2641,159.0445,,,
cbsl,2018-04-26,155.5247,159.0339,,,
cbsl,2018-04-27,155.4047,159.0139,,,
cbsl,2018-05-01,155.5028,159.0056,,,
cbsl,2018-05-02,155.6027,159.0077,,,
cbsl,2018-05-03,155.5227,159.0357,,,
cbsl,2018-05-04,155.9826,158.9878,,,
cbsl,2018-05-08,155.9833,158.9952,,,
cbsl,2018-05-09,155.973,158.9855,,,
cbsl,2018-05-10,156.0424,159.256,,,
cbsl,2018-05-11,156.0823,159.2961,,,
cbsl,2018-05-14,156.0824,159.1759,,,
cbsl,2018-05-15,156.1424,159.2359,,,
cbsl,2018-05-16,156.2024,159.2959,,,
cbsl,2018-05-17,156.4624,159.5559,,,
cbsl,2018-05-18,156.2424,159.3359,,,
cbsl,2018-05-21,156.2227,159.3157,,,
cbsl,2018-05-22,156.1427,159.2457,,,
cbsl,2018-05-23,156.2324,159.3259,,,
cbsl,2018-05-24,156.2324,159.3259,,,
cbsl,2018-05-25,156.2424,159.3359,,,
cbsl,2018-05-28,156.2823,159.376,,,
cbsl,2018-05-30,156.2426,159.3358,,,
cbsl,2018-05-31,156.382,159.4762,,,
cbsl,2018-06-01,156.5817,159.6163,,,
cbsl,2018-06-04,156.7511,159.8467,,,
cbsl,2018-06-05,156.7213,159.8165,,,
cbsl,2018-06-06,156.7911,159.8867,,,
cbsl,2018-06-07,156.9108,160.0069,,,
cbsl,2018-06-08,157.0804,160.177,,,
cbsl,2018-06-11,157.1502,160.2472,,,
cbsl,2018-06-12,157.6291,160.7278,,,
cbsl,2018-06-13,157.7089,160.8079,,,
cbsl,2018-06-14,157.8284,160.9282,,,
cbsl,2018-06-18,157.8084,161.0082,,,
cbsl,2018-06-19,157.9784,161.1782,,,
cbsl,2018-06-20,158.0681,161.2683,,,
cbsl,2018-06-21,158.1181,161.3183,,,
cbsl,2018-06-22,157.8289,160.9279,,,
cbsl,2018-06-25,157.3001,160.3972,,,
cbsl,2018-06-26,157.1705,160.267,,,
cbsl,2018-06-28,156.7614,159.8565,,,
cbsl,2018-06-29,156.6716,159.7664,,,
cbsl,2018-07-02,156.6515,159.7464,,,
cbsl,2018-07-03,156.6715,159.7664,,,
cbsl,2018-07-04,156.7213,159.8165,,,
cbsl,2018-07-05,156.8613,159.9565,,,
cbsl,2018-07-06,157.1502,160.2472,,,
cbsl,2018-07-09,157.3697,160.4675,,,
cbsl,2018-07-10,157.4594,160.5576,,,
cbsl,2018-07-11,157.4794,160.5776,,,
cbsl,2018-07-12,157.4994,160.5976,,,
cbsl,2018-07-13,157.5591,160.7471,,,
cbsl,2018-07-16,157.7089,160.8973,,,
cbsl,2018-07-17,158.0682,161.2578,,,
cbsl,2018-07-18,158.0581,161.2551,,,
cbsl,2018-07-19,158.078,161.2752,,,
cbsl,2018-07-20,158.1079,161.3053,,,
cbsl,2018-07-23,158.1079,161.3053,,,
cbsl,2018-07-24,157.7589,160.9547,,,
cbsl,2018-07-25,157.739,160.9347,,,
cbsl,2018-07-26,157.7789,160.9747,,,
cbsl,2018-07-30,157.7888,160.9848,,,
cbsl,2018-07-31,157.9184,161.115,,,
cbsl,2018-08-01,157.9086,161.1049,,,
cbsl,2018-08-02,157.8288,161.0248,,,
cbsl,2018-08-03,157.9286,161.1249,,,
cbsl,2018-08-06,158.0082,161.2051,,,
cbsl,2018-08-07,157.9884,161.185,,,
cbsl,2018-08-08,157.9783,161.175,,,
cbsl,2018-08-09,158.128,161.3252,,,
cbsl,2018-08-10,158.1479,161.3453,,,
cbsl,2018-08-13,158.1878,161.3853,,,
cbsl,2018-08-14,158.2179,161.4153,,,
cbsl,2018-08-15,158.2876,161.4854,,,
cbsl,2018-08-16,158.3475,161.5455,,,
cbsl,2018-08-17,158.5869,161.7858,,,
cbsl,2018-08-20,158.6168,161.8159,,,
cbsl,2018-08-21,158.7366,161.936,,,
cbsl,2018-08-23,158.7666,161.966,,,
cbsl,2018-08-24,158.9162,162.1162,,,
cbsl,2018-08-27,159.1059,162.3064,,,
cbsl,2018-08-28,159.2055,162.4066,,,
cbsl,2018-08-29,159.2951,162.4968,,,
cbsl,2018-08-30,159.4849,162.6869,,,
cbsl,2018-08-31,159.5446,162.7471,,,
cbsl,2018-09-03,159.5847,162.787,,,
cbsl,2018-09-04,159.7943,162.9973,,,
cbsl,2018-09-05,160.1636,163.3676,,,
cbsl,2018-09-06,160.3729,163.578,,,
cbsl,2018-09-07,159.8836,163.2576,,,
cbsl,2018-09-10,160.0408,163.477,,,
cbsl,2018-09-11,160.41,163.8475,,,
cbsl,2018-09-12,160.3604,163.7873,,,
cbsl,2018-09-13,160.5398,163.9676,,,
cbsl,2018-09-14,160.949,164.3781,,,
cbsl,2018-09-17,161.8174,165.149,,,
cbsl,2018-09-18,163.1038,166.6411,,,
cbsl,2018-09-19,163.8714,167.4125,,,
cbsl,2018-09-20,165.0887,168.6341,,,
cbsl,2018-09-21,166.7839,170.6569,,,
cbsl,2018-09-25,166.5244,170.3966,,,
cbsl,2018-09-26,166.7844,170.6566,,,
cbsl,2018-09-27,166.8042,170.6767,,,
cbsl,2018-09-28,166.9834,170.8572,,,
cbsl,2018-10-01,167.0334,170.9072,,,
cbsl,2018-10-01,180.0828,183.755,,,
cbsl,2018-10-02,166.8839,170.7569,,,
cbsl,2018-10-03,167.0732,170.9473,,,
cbsl,2018-10-04,167.5521,171.4279,,,
cbsl,2018-10-05,167.8014,171.6784,,,
cbsl,2018-10-08,168.1208,171.9987,,,
cbsl,2018-10-09,168.4701,172.3491,,,
cbsl,2018-10-10,168.9389,172.8198,,,
cbsl,2018-10-11,169.0186,172.9,,,
cbsl,2018-10-12,169.0484,172.9301,,,
cbsl,2018-10-15,167.7325,171.6077,,,
cbsl,2018-10-16,168.4003,172.279,,,
cbsl,2018-10-17,168.7594,172.6395,,,
cbsl,2018-10-18,168.8494,172.7295,,,
cbsl,2018-10-19,169.1084,172.9901,,,
cbsl,2018-10-22,169.4972,173.3808,,,
cbsl,2018-10-23,170.2356,174.1217,,,
cbsl,2018-10-25,170.4353,174.3219,,,
cbsl,2018-10-26,170.555,174.4421,,,
cbsl,2018-10-29,170.8643,174.7525,,,
cbsl,2018-10-30,171.6722,175.5637,,,
cbsl,2018-10-31,172.3605,176.2547,,,
cbsl,2018-11-01,173.4281,177.3261,,,
cbsl,2018-11-02,171.9317,175.824,,,
cbsl,2018-11-05,172.1612,176.0543,,,
cbsl,2018-11-07,172.191,176.0844,,,
cbsl,2018-11-08,172.4601,176.3549,,,
cbsl,2018-11-09,172.8194,176.7154,,,
cbsl,2018-11-12,172.9693,176.8654,,,
cbsl,2018-11-13,173.4082,177.3061,,,
cbsl,2018-11-14,173.7271,177.6267,,,
cbsl,2018-11-15,174.176,178.1073,,,
cbsl,2018-11-16,174.2059,178.1374,,,
cbsl,2018-11-19,174.3357,178.2675,,,
cbsl,2018-11-21,175.1136,179.0487,,,
cbsl,2018-11-23,176.7204,180.6606,,,
cbsl,2018-11-26,177.598,181.542,,,
cbsl,2018-11-27,177.997,181.9426,,,
cbsl,2018-11-28,178.3257,182.2733,,,
cbsl,2018-11-29,177.4281,181.3919,,,
cbsl,2018-11-30,177.498,181.462,,,
cbsl,2018-12-03,176.9399,180.9009,,,
cbsl,2018-12-04,176.6106,180.5705,,,
cbsl,2018-12-05,176.8797,180.841,,,
cbsl,2018-12-06,177.0594,181.0212,,,
cbsl,2018-12-07,177.0594,181.0212,,,
cbsl,2018-12-10,176.6206,180.5805,,,
cbsl,2018-12-11,176.88,180.8408,,,
cbsl,2018-12-12,177.0992,181.0613,,,
cbsl,2018-12-13,177.3388,181.3015,,,
cbsl,2018-12-14,177.3984,181.3618,,,
cbsl,2018-12-17,177.6678,181.6321,,,
cbsl,2018-12-18,177.7378,181.7021,,,
cbsl,2018-12-19,177.9074,181.8724,,,
cbsl,2018-12-20,178.2563,182.223,,,
cbsl,2018-12-21,178.7451,182.7137,,,
cbsl,2018-12-24,178.9846,182.954,,,
cbsl,2018-12-26,179.2039,183.1744,,,
cbsl,2018-12-27,179.5832,183.5548,,,
cbsl,2018-12-28,180.1015,184.0758,,,
cbsl,2018-12-31,180.7202,184.6966,,,
cbsl,2019-01-01,180.6606,184.6363,,,
cbsl,2019-01-02,180.5708,184.5462,,,
cbsl,2019-01-03,180.6708,184.6462,,,
cbsl,2019-01-04,180.6906,184.6663,,,
cbsl,2019-01-07,180.5213,184.4959,,,
cbsl,2019-01-08,180.1222,184.0954,,,
cbsl,2019-01-09,180.3715,184.3458,,,
cbsl,2019-01-10,180.182,184.1555,,,
cbsl,2019-01-11,179.873,183.8449,,,
cbsl,2019-01-14,179.813,183.7649,,,
cbsl,2019-01-16,180.0624,184.0353,,,
cbsl,2019-01-17,180.222,184.0955,,,
cbsl,2019-01-18,179.7933,183.6647,,,
cbsl,2019-01-21,179.554,183.4243,,,
cbsl,2019-01-22,179.6836,183.5546,,,
cbsl,2019-01-23,180.0124,183.8853,,,
cbsl,2019-01-24,180.0825,183.9552,,,
cbsl,2019-01-25,179.7034,183.5747,,,
cbsl,2019-01-28,179.5839,183.4544,,,
cbsl,2019-01-29,179.5439,183.4144,,,
cbsl,2019-01-30,178.8357,182.7033,,,
cbsl,2019-01-31,177.4187,181.2816,,,
cbsl,2019-02-01,176.3416,180.1999,,,
cbsl,2019-02-05,174.9847,178.8381,,,
cbsl,2019-02-06,176.1218,179.9798,,,
cbsl,2019-02-07,175.7528,179.6092,,,
cbsl,2019-02-08,175.6634,179.5189,,,
cbsl,2019-02-11,175.773,179.6291,,,
cbsl,2019-02-12,175.783,179.6391,,,
cbsl,2019-02-13,176.1917,180.0498,,,
cbsl,2019-02-14,176.3514,180.21,,,
cbsl,2019-02-15,176.4211,180.2802,,,
cbsl,2019-02-18,176.5609,180.4203,,,
cbsl,2019-02-20,177.638,181.502,,,
cbsl,2019-02-21,177.5086,181.3717,,,
cbsl,2019-02-22,177.4488,181.3115,,,
cbsl,2019-02-25,177.419,181.2814,,,
cbsl,2019-02-26,177.5385,181.4017,,,
cbsl,2019-02-27,177.7081,181.5719,,,
cbsl,2019-02-28,177.798,181.662,,,
cbsl,2019-03-01,177.8675,181.7323,,,
cbsl,2019-03-05,177.6585,181.5217,,,
cbsl,2019-03-06,176.99,180.8508,,,
cbsl,2019-03-07,176.3414,180.2,,,
cbsl,2019-03-08,176.3315,180.19,,,
cbsl,2019-03-11,176.3014,180.16,,,
cbsl,2019-03-12,176.4611,180.3202,,,
cbsl,2019-03-13,176.7206,180.5805,,,
cbsl,2019-03-14,176.7306,180.5905,,,
cbsl,2019-03-15,176.7406,180.6005,,,
cbsl,2019-03-18,176.4214,180.28,,,
cbsl,2019-03-19,176.292,180.1497,,,
cbsl,2019-03-21,176.3517,180.2098,,,
cbsl,2019-03-22,175.9324,179.7894,,,
cbsl,2019-03-25,176.0123,179.8695,,,
cbsl,2019-03-26,176.0922,179.9496,,,
cbsl,2019-03-27,175.5538,179.4086,,,
cbsl,2019-03-28,174.2766,178.127,,,
cbsl,2019-03-29,174.1668,178.0169,,,
cbsl,2019-04-01,173.3888,177.2357,,,
cbsl,2019-04-02,172.8204,176.6648,,,
cbsl,2019-04-03,172.531,176.3744,,,
cbsl,2019-04-04,172.6505,176.4947,,,
cbsl,2019-04-05,172.6604,176.5048,,,
cbsl,2019-04-08,172.82,176.665,,,
cbsl,2019-04-09,172.6206,176.4647,,,
cbsl,2019-04-10,172.7204,176.5648,,,
cbsl,2019-04-11,172.6507,176.4946,,,
cbsl,2019-04-12,172.6606,176.5047,,,
cbsl,2019-04-16,172.6107,176.4546,,,
cbsl,2019-04-17,172.6206,176.4647,,,
cbsl,2019-04-18,172.481,176.3244,,,
cbsl,2019-04-22,172.3812,176.3243,,,
cbsl,2019-04-23,172.5507,176.4946,,,
cbsl,2019-04-24,172.6205,176.5647,,,
cbsl,2019-04-25,172.919,176.8656,,,
cbsl,2019-04-26,173.1388,177.0857,,,
cbsl,2019-04-29,173.5082,177.4561,,,
cbsl,2019-04-30,173.7878,177.7363,,,
cbsl,2019-05-02,174.1164,178.0671,,,
cbsl,2019-05-03,174.7742,178.7284,,,
cbsl,2019-05-06,175.074,179.0285,,,
cbsl,2019-05-07,175.3436,179.2987,,,
cbsl,2019-05-08,174.8752,178.8278,,,
cbsl,2019-05-09,172.8993,176.8454,,,
cbsl,2019-05-10,173.6976,177.6464,,,
cbsl,2019-05-13,174.1864,178.1371,,,
cbsl,2019-05-14,174.426,178.3773,,,
cbsl,2019-05-15,174.6354,178.5877,,,
cbsl,2019-05-16,174.1768,178.1269,,,
cbsl,2019-05-17,173.8774,177.8265,,,
