bank,d,tt_buy,tt_sell,n_buy,n_sell,mid
cbsl,2021-10-21,198.5008,202.9992,,,
cbsl,2021-10-22,198.5008,202.9992,,,
cbsl,2021-10-25,198.5008,202.9992,,,
cbsl,2021-10-26,198.5008,202.9992,,,
cbsl,2021-10-27,198.5008,202.9992,,,
cbsl,2021-10-28,198.5008,202.9992,,,
cbsl,2021-10-29,198.5008,202.9992,,,
cbsl,2021-11-01,198.5008,202.9992,,,
cbsl,2021-11-02,198.5008,202.9992,,,
cbsl,2021-11-03,198.5008,202.9992,,,
cbsl,2021-11-05,198.5008,202.9992,,,
cbsl,2021-11-08,198.5008,202.9992,,,
cbsl,2021-11-09,198.5008,202.9992,,,
cbsl,2021-11-10,198.5008,202.9992,,,
cbsl,2021-11-11,198.5008,202.9992,,,
cbsl,2021-11-12,198.5008,202.9992,,,
cbsl,2021-11-15,198.5008,202.9992,,,
cbsl,2021-11-16,198.5008,202.9992,,,
cbsl,2021-11-17,198.5008,202.9992,,,
cbsl,2021-11-19,198.5008,202.9992,,,
cbsl,2021-11-22,198.5008,202.9992,,,
cbsl,2021-11-23,198.5008,202.9992,,,
cbsl,2021-11-24,198.5008,202.9992,,,
cbsl,2021-11-25,198.5008,202.9992,,,
cbsl,2021-11-26,198.5008,202.9992,,,
cbsl,2021-11-29,198.5008,202.9992,,,
cbsl,2021-11-30,198.5008,202.9992,,,
cbsl,2021-12-01,198.5008,202.9992,,,
cbsl,2021-12-02,198.5008,202.9992,,,
cbsl,2021-12-03,198.5008,202.9992,,,
cbsl,2021-12-06,198.5008,202.9992,,,
cbsl,2021-12-07,198.5008,202.9992,,,
cbsl,2021-12-08,198.5008,202.9992,,,
cbsl,2021-12-09,198.5008,202.9992,,,
cbsl,2021-12-10,198.5008,202.9992,,,
cbsl,2021-12-13,198.5008,202.9992,,,
cbsl,2021-12-14,198.5008,202.9992,,,
cbsl,2021-12-15,198.5008,202.9992,,,
cbsl,2021-12-16,198.5008,202.9992,,,
cbsl,2021-12-17,198.5008,202.9992,,,
cbsl,2021-12-20,198.5008,202.9992,,,
cbsl,2021-12-21,198.5008,202.9992,,,
cbsl,2021-12-22,198.5008,202.9992,,,
cbsl,2021-12-23,198.5008,202.9992,,,
cbsl,2021-12-24,198.5008,202.9992,,,
cbsl,2021-12-27,198.5008,202.9992,,,
cbsl,2021-12-28,198.5008,202.9992,,,
cbsl,2021-12-29,198.5008,202.9992,,,
cbsl,2021-12-30,198.5008,202.9992,,,
cbsl,2021-12-31,198.5008,202.9992,,,
cbsl,2022-01-03,198.5008,202.9992,,,
cbsl,2022-01-04,198.5008,202.9992,,,
cbsl,2022-01-05,198.5008,202.9992,,,
cbsl,2022-01-06,198.5008,202.9992,,,
cbsl,2022-01-07,198.5008,202.9992,,,
cbsl,2022-01-10,198.5008,202.9992,,,
cbsl,2022-01-11,198.5008,202.9992,,,
cbsl,2022-01-12,198.5008,202.9992,,,
cbsl,2022-01-13,198.5008,202.9992,,,
cbsl,2022-01-18,198.5008,202.9992,,,
cbsl,2022-01-19,198.5008,202.9992,,,
cbsl,2022-01-20,198.5008,202.9992,,,
cbsl,2022-01-21,198.5008,202.9992,,,
cbsl,2022-01-24,198.5008,202.9992,,,
cbsl,2022-01-25,198.5008,202.9992,,,
cbsl,2022-01-26,198.5008,202.9992,,,
cbsl,2022-01-27,198.5008,202.9992,,,
cbsl,2022-01-28,198.5008,202.9992,,,
cbsl,2022-01-31,198.5008,202.9992,,,
cbsl,2022-02-01,198.5008,202.9992,,,
cbsl,2022-02-02,198.5008,202.9992,,,
cbsl,2022-02-03,198.5008,202.9992,,,
cbsl,2022-02-07,198.5008,202.9992,,,
cbsl,2022-02-08,198.5008,202.9992,,,
cbsl,2022-02-09,198.5008,202.9992,,,
cbsl,2022-02-10,198.5008,202.9992,,,
cbsl,2022-02-11,198.5008,202.9992,,,
cbsl,2022-02-14,198.5008,202.9992,,,
cbsl,2022-02-15,198.5008,202.9992,,,
cbsl,2022-02-17,198.5008,202.9992,,,
cbsl,2022-02-18,198.5008,202.9992,,,
cbsl,2022-02-21,198.5008,202.9992,,,
cbsl,2022-02-22,198.5008,202.9992,,,
cbsl,2022-02-23,198.5008,202.9992,,,
cbsl,2022-02-24,198.5008,202.9992,,,
cbsl,2022-02-25,198.5008,202.9992,,,
cbsl,2022-02-28,198.5008,202.9992,,,
cbsl,2022-03-02,198.5008,202.9992,,,
cbsl,2022-03-03,198.5008,202.9992,,,
cbsl,2022-03-04,198.5008,202.9992,,,
cbsl,2022-03-07,198.5008,202.9992,,,
cbsl,2022-03-08,225.2013,229.9987,,,
cbsl,2022-03-09,225.2013,229.9987,,,
cbsl,2022-03-10,249.9603,259.9999,,,
cbsl,2022-03-11,249.9603,259.9999,,,
cbsl,2022-03-14,249.9603,259.9999,,,
cbsl,2022-03-15,259.762,269.9952,,,
cbsl,2022-03-16,264.6677,274.9979,,,
cbsl,2022-03-18,264.6677,274.9979,,,
cbsl,2022-03-21,264.6677,274.9979,,,
cbsl,2022-03-22,272.0686,282.4956,,,
cbsl,2022-03-23,274.9957,284.9983,,,
cbsl,2022-03-24,279.9056,289.996,,,
cbsl,2022-03-25,284.8205,294.9987,,,
cbsl,2022-03-28,288.7475,298.9958,,,
cbsl,2022-03-29,288.7475,298.9958,,,
cbsl,2022-03-30,288.7475,298.9958,,,
cbsl,2022-03-31,288.7475,298.9958,,,
cbsl,2022-04-01,289.2425,299.4908,,,
cbsl,2022-04-04,289.7255,299.9914,,,
cbsl,2022-04-05,293.2305,303.4964,,,
cbsl,2022-04-06,298.1064,308.4951,,,
cbsl,2022-04-07,309.3802,319.9971,,,
cbsl,2022-04-08,310.8802,321.4971,,,
cbsl,2022-04-11,316.795,327.4999,,,
cbsl,2022-04-12,319.205,329.9975,,,
cbsl,2022-04-18,322.7201,334.9975,,,
cbsl,2022-04-19,327.5,339.9979,,,
cbsl,2022-04-20,327.5,339.9979,,,
cbsl,2022-04-21,327.5,339.9979,,,
cbsl,2022-04-22,327.5,339.9979,,,
cbsl,2022-04-25,330,342.4979,,,
cbsl,2022-04-26,333.8875,346.4956,,,
cbsl,2022-04-27,337.8229,350.4972,,,
cbsl,2022-04-28,342.1673,354.996,,,
cbsl,2022-04-29,347.0597,359.9987,,,
cbsl,2022-05-04,350.0597,362.9987,,,
cbsl,2022-05-05,356.8395,369.9991,,,
cbsl,2022-05-06,361.727,374.9967,,,
cbsl,2022-05-09,361.727,374.9967,,,
cbsl,2022-05-11,361.727,374.9967,,,
cbsl,2022-05-12,364.227,377.4967,,,
cbsl,2022-05-13,355.016,364.984,,,
cbsl,2022-05-17,354.7678,364.7323,,,
cbsl,2022-05-18,354.6684,364.6316,,,
cbsl,2022-05-19,354.5691,364.5309,,,
cbsl,2022-05-20,354.4897,364.4504,,,
cbsl,2022-05-23,354.4599,364.4202,,,
cbsl,2022-05-24,354.4003,364.3597,,,
cbsl,2022-05-25,354.4003,364.3597,,,
cbsl,2022-05-26,354.728,364.692,,,
cbsl,2022-05-27,354.2712,364.2289,,,
cbsl,2022-05-30,355.7708,365.7493,,,
cbsl,2022-05-31,355.7708,365.7493,,,
cbsl,2022-06-01,355.1253,365.0948,,,
cbsl,2022-06-02,355.6119,365.5882,,,
cbsl,2022-06-03,355.314,365.2861,,,
cbsl,2022-06-06,355.2941,365.266,,,
cbsl,2022-06-07,356.0968,366.2398,,,
cbsl,2022-06-08,355.6855,366.5762,,,
cbsl,2022-06-09,355.8183,366.7956,,,
cbsl,2022-06-10,355.6074,366.5287,,,
cbsl,2022-06-13,355.7263,366.5254,,,
cbsl,2022-06-15,355.7074,366.5065,,,
cbsl,2022-06-16,355.6785,366.4915,,,
cbsl,2022-06-17,355.5141,366.3277,,,
cbsl,2022-06-20,356.2897,366.838,,,
cbsl,2022-06-21,357.2826,367.7352,,,
cbsl,2022-06-22,356.4424,367.1121,,,
cbsl,2022-06-23,356.6729,367.3982,,,
cbsl,2022-06-24,356.1255,367.1686,,,
cbsl,2022-06-27,356.2373,367.4039,,,
cbsl,2022-06-28,356.0634,367.2255,,,
cbsl,2022-06-29,355.8173,367.0703,,,
cbsl,2022-06-30,355.7601,367.1246,,,
cbsl,2022-07-01,356.4236,367.2423,,,
cbsl,2022-07-04,356.5951,367.3155,,,
cbsl,2022-07-05,355.9533,367.2998,,,
cbsl,2022-07-06,356.0489,367.3317,,,
cbsl,2022-07-07,356.8065,368.0616,,,
cbsl,2022-07-08,356.8217,367.6651,,,
cbsl,2022-07-11,357.7933,368.3974,,,
cbsl,2022-07-12,356.9558,368.3011,,,
cbsl,2022-07-14,358.1456,368.7594,,,
cbsl,2022-07-15,357.9486,368.5245,,,
cbsl,2022-07-18,357.6061,368.3433,,,
cbsl,2022-07-19,357.8593,368.4926,,,
cbsl,2022-07-20,358.5352,368.9001,,,
cbsl,2022-07-21,358.3145,368.9187,,,
cbsl,2022-07-22,357.9442,368.6321,,,
cbsl,2022-07-25,357.4611,368.5067,,,
cbsl,2022-07-26,357.5189,368.5144,,,
cbsl,2022-07-27,357.4406,368.4922,,,
cbsl,2022-07-28,357.4406,368.4922,,,
cbsl,2022-07-29,357.1697,368.4121,,,
cbsl,2022-08-01,357.2753,368.5064,,,
cbsl,2022-08-02,357.3077,368.5388,,,
cbsl,2022-08-03,357.2223,368.4999,,,
cbsl,2022-08-04,357.2279,368.5416,,,
cbsl,2022-08-05,357.1997,368.5198,,,
cbsl,2022-08-08,357.1491,368.4698,,,
cbsl,2022-08-09,357.2995,368.6127,,,
cbsl,2022-08-10,357.3007,368.6127,,,
cbsl,2022-08-12,357.2491,368.567,,,
cbsl,2022-08-15,357.2923,368.6066,,,
cbsl,2022-08-16,357.3756,368.6872,,,
cbsl,2022-08-17,357.3151,368.6827,,,
cbsl,2022-08-18,357.3367,368.7038,,,
cbsl,2022-08-19,357.41,368.72,,,
cbsl,2022-08-22,357.3779,368.6905,,,
cbsl,2022-08-23,357.4017,368.7116,,,
cbsl,2022-08-24,357.4017,368.7116,,,
cbsl,2022-08-25,357.4017,368.7116,,,
cbsl,2022-08-26,357.8045,369.0166,,,
cbsl,2022-08-29,357.8093,368.783,,,
cbsl,2022-08-30,357.9322,368.899,,,
cbsl,2022-08-31,357.5571,368.9007,,,
cbsl,2022-09-01,357.5138,368.8612,,,
cbsl,2022-09-02,357.8334,369.0956,,,
cbsl,2022-09-05,358.0556,369.028,,,
cbsl,2022-09-06,358.0556,369.028,,,
cbsl,2022-09-07,358.33,369.3395,,,
cbsl,2022-09-08,358.4178,369.3806,,,
cbsl,2022-09-09,358.5388,369.5017,,,
cbsl,2022-09-12,358.7807,369.6151,,,
cbsl,2022-09-13,358.788,369.6183,,,
cbsl,2022-09-14,358.9306,369.7126,,,
cbsl,2022-09-15,358.9306,369.7126,,,
cbsl,2022-09-16,358.9434,369.9135,,,
cbsl,2022-09-19,359.175,369.9371,,,
cbsl,2022-09-20,359.1381,369.9003,,,
cbsl,2022-09-21,359.1797,369.9424,,,
cbsl,2022-09-22,359.1876,369.9235,,,
cbsl,2022-09-23,359.1876,369.9235,,,
cbsl,2022-09-26,359.1876,369.9371,,,
cbsl,2022-09-27,359.1876,369.9371,,,
cbsl,2022-09-28,359.1876,369.9371,,,
cbsl,2022-09-29,359.1618,369.9103,,,
cbsl,2022-09-30,359.1618,369.9103,,,
cbsl,2022-10-03,359.1618,369.9103,,,
cbsl,2022-10-04,359.1618,369.9103,,,
cbsl,2022-10-05,359.1618,369.9103,,,
cbsl,2022-10-06,359.1618,369.8629,,,
cbsl,2022-10-07,359.1671,369.9156,,,
cbsl,2022-10-11,359.2355,369.9682,,,
cbsl,2022-10-12,359.6618,370.3945,,,
cbsl,2022-10-13,359.6987,370.4261,,,
cbsl,2022-10-14,359.8172,370.7183,,,
cbsl,2022-10-17,360.3548,370.8637,,,
cbsl,2022-10-18,360.4084,370.9316,,,
cbsl,2022-10-19,360.4507,370.975,,,
cbsl,2022-10-20,360.5935,371.1179,,,
cbsl,2022-10-21,360.7312,371.2425,,,
cbsl,2022-10-25,360.7106,371.2612,,,
cbsl,2022-10-26,360.6537,371.2103,,,
cbsl,2022-10-27,360.6537,371.2103,,,
cbsl,2022-10-28,360.6345,371.2296,,,
cbsl,2022-10-31,360.6537,371.2103,,,
cbsl,2022-11-01,360.6578,371.4597,,,
cbsl,2022-11-02,360.7104,371.5123,,,
cbsl,2022-11-03,360.7631,371.565,,,
cbsl,2022-11-04,360.8893,371.6809,,,
cbsl,2022-11-08,360.8893,371.6809,,,
cbsl,2022-11-09,360.9682,371.7599,,,
cbsl,2022-11-10,360.9682,371.7599,,,
cbsl,2022-11-11,360.9682,371.7599,,,
cbsl,2022-11-14,360.9682,371.7599,,,
cbsl,2022-11-15,360.9682,371.7599,,,
cbsl,2022-11-16,360.984,371.7757,,,
cbsl,2022-11-17,360.9919,371.8325,,,
cbsl,2022-11-18,360.9919,371.8325,,,
cbsl,2022-11-21,360.9919,371.8325,,,
cbsl,2022-11-22,360.9919,371.8325,,,
cbsl,2022-11-23,360.9919,371.8325,,,
cbsl,2022-11-24,360.9919,371.8325,,,
cbsl,2022-11-25,360.2922,371.2929,,,
cbsl,2022-11-28,360.2922,371.2929,,,
cbsl,2022-11-29,361.2379,371.717,,,
cbsl,2022-11-30,361.2484,371.7222,,,
cbsl,2022-12-01,361.2537,371.7275,,,
cbsl,2022-12-02,361.2537,371.7222,,,
cbsl,2022-12-05,361.3026,371.7191,,,
cbsl,2022-12-06,361.3026,371.7191,,,
cbsl,2022-12-08,361.3026,371.7191,,,
cbsl,2022-12-09,361.3026,371.7191,,,
cbsl,2022-12-12,361.1973,371.7191,,,
cbsl,2022-12-13,361.1973,371.7191,,,
cbsl,2022-12-14,361.1973,371.7191,,,
cbsl,2022-12-15,361.1973,371.7191,,,
cbsl,2022-12-16,361.1973,371.7191,,,
cbsl,2022-12-19,361.1973,371.7191,,,
cbsl,2022-12-20,361.0847,371.6601,,,
cbsl,2022-12-21,361.0847,371.7127,,,
cbsl,2022-12-22,361.0871,371.6613,,,
cbsl,2022-12-23,360.8986,371.7819,,,
cbsl,2022-12-27,360.3893,371.5893,,,
cbsl,2022-12-28,360.4206,371.6168,,,
cbsl,2022-12-29,360.4206,371.6168,,,
cbsl,2022-12-30,360.4081,371.6068,,,
cbsl,2023-01-02,360.4081,371.6068,,,
cbsl,2023-01-03,360.2221,371.5921,,,
cbsl,2023-01-04,359.9741,371.5724,,,
cbsl,2023-01-05,359.9741,371.5724,,,
cbsl,2023-01-09,359.9474,371.5491,,,
cbsl,2023-01-10,360.0599,371.3989,,,
cbsl,2023-01-11,360.4722,371.3646,,,
cbsl,2023-01-12,360.3935,371.4609,,,
cbsl,2023-01-13,360.3991,371.4665,,,
cbsl,2023-01-17,360.4102,371.4781,,,
cbsl,2023-01-18,360.4102,371.4781,,,
cbsl,2023-01-19,360.5572,371.3916,,,
cbsl,2023-01-20,360.5513,371.3915,,,
cbsl,2023-01-23,360.5496,371.3845,,,
cbsl,2023-01-24,360.4912,371.3909,,,
cbsl,2023-01-25,360.4912,371.3909,,,
cbsl,2023-01-26,360.4879,371.3887,,,
cbsl,2023-01-27,360.4879,371.3887,,,
cbsl,2023-01-30,360.4501,371.3035,,,
cbsl,2023-01-31,360.4879,371.3887,,,
cbsl,2023-02-01,360.4935,371.3942,,,
cbsl,2023-02-02,360.4101,371.0331,,,
cbsl,2023-02-03,360.2903,370.3529,,,
cbsl,2023-02-06,359.9968,370.1832,,,
cbsl,2023-02-07,360.0937,370.2611,,,
cbsl,2023-02-08,359.4792,370.3547,,,
cbsl,2023-02-09,359.4009,370.2786,,,
cbsl,2023-02-10,359.0735,370.2484,,,
cbsl,2023-02-13,359.4698,369.9592,,,
cbsl,2023-02-14,359.6455,369.9523,,,
cbsl,2023-02-15,359.6092,369.8892,,,
cbsl,2023-02-16,359.5764,369.8164,,,
cbsl,2023-02-17,359.4766,369.6666,,,
cbsl,2023-02-20,359.4464,369.5636,,,
cbsl,2023-02-21,359.9702,369.3116,,,
cbsl,2023-02-22,359.3576,368.6063,,,
cbsl,2023-02-23,359.0062,368.5292,,,
cbsl,2023-02-24,358.7244,368.7702,,,
cbsl,2023-02-27,358.3621,367.9284,,,
cbsl,2023-02-28,357.6822,366.9212,,,
cbsl,2023-03-01,351.7219,362.9543,,,
cbsl,2023-03-02,343.9719,356.7393,,,
cbsl,2023-03-03,334.5016,348.0322,,,
cbsl,2023-03-07,318.3051,335.7502,,,
cbsl,2023-03-08,313.7749,331.0583,,,
cbsl,2023-03-09,307.3635,325.5218,,,
cbsl,2023-03-10,311.6269,328.9042,,,
cbsl,2023-03-13,311.8237,328.8699,,,
cbsl,2023-03-14,319.8479,335.6887,,,
cbsl,2023-03-15,327.5998,344.6634,,,
cbsl,2023-03-16,329.0282,346.3312,,,
cbsl,2023-03-17,332.2035,350.2275,,,
cbsl,2023-03-20,331.7174,349.8726,,,
cbsl,2023-03-21,316.8483,334.9328,,,
cbsl,2023-03-22,312.6153,330.1625,,,
cbsl,2023-03-23,311.2617,328.6083,,,
cbsl,2023-03-24,314.7491,331.3791,,,
cbsl,2023-03-27,314.825,332.5841,,,
cbsl,2023-03-28,315.8454,332.8711,,,
cbsl,2023-03-29,315.7075,333.4925,,,
cbsl,2023-03-30,317.7257,335.411,,,
cbsl,2023-03-31,318.277,336.0123,,,
cbsl,2023-04-03,316.7511,334.2094,,,
cbsl,2023-04-04,313.3744,330.5038,,,
cbsl,2023-04-06,313.2952,330.5619,,,
cbsl,2023-04-10,311.6379,327.7229,,,
cbsl,2023-04-11,311.4414,327.6693,,,
cbsl,2023-04-12,311.5607,327.1787,,,
cbsl,2023-04-17,312.0717,327.0215,,,
cbsl,2023-04-18,312.4139,327.4612,,,
cbsl,2023-04-19,312.9164,327.7272,,,
cbsl,2023-04-20,313.1292,327.8921,,,
cbsl,2023-04-21,313.0593,328.5152,,,
cbsl,2023-04-24,313.3347,328.4847,,,
cbsl,2023-04-25,313.2667,328.5407,,,
cbsl,2023-04-26,313.4509,328.6723,,,
cbsl,2023-04-27,313.8324,328.7701,,,
cbsl,2023-04-28,313.9239,328.7514,,,
cbsl,2023-05-02,313.7362,328.4158,,,
cbsl,2023-05-03,313.0513,327.9562,,,
cbsl,2023-05-04,312.5034,326.6292,,,
cbsl,2023-05-08,312.1955,326.3198,,,
cbsl,2023-05-09,311.0091,325.9516,,,
cbsl,2023-05-10,310.9048,324.8084,,,
cbsl,2023-05-11,308.6645,322.7018,,,
cbsl,2023-05-12,306.3886,320.0375,,,
cbsl,2023-05-15,306.1892,319.9619,,,
cbsl,2023-05-16,305.4335,318.7965,,,
cbsl,2023-05-17,302.4257,316.188,,,
cbsl,2023-05-18,299.2144,312.3715,,,
cbsl,2023-05-19,300.6519,314.0848,,,
cbsl,2023-05-22,299.7149,313.8244,,,
cbsl,2023-05-23,299.1941,312.3359,,,
cbsl,2023-05-24,297.9878,311.2316,,,
cbsl,2023-05-25,297.6055,310.9562,,,
cbsl,2023-05-26,295.6297,308.5472,,,
cbsl,2023-05-29,289.8986,303.264,,,
cbsl,2023-05-30,290.6745,303.9548,,,
cbsl,2023-05-31,287.8711,300.921,,,
cbsl,2023-06-01,283.8763,297.2316,,,
cbsl,2023-06-02,287.4258,300.3287,,,
cbsl,2023-06-05,285.6164,298.8583,,,
cbsl,2023-06-06,284.8487,297.9434,,,
cbsl,2023-06-07,285.5677,298.4378,,,
cbsl,2023-06-08,285.69,298.9191,,,
cbsl,2023-06-09,288.0867,301.1291,,,
cbsl,2023-06-12,290.0692,303.7392,,,
cbsl,2023-06-13,294.9114,309.2237,,,
cbsl,2023-06-14,303.1925,318.9974,,,
cbsl,2023-06-15,311.6057,328.9272,,,
cbsl,2023-06-16,300.5194,319.66,,,
cbsl,2023-06-19,297.5388,315.1281,,,
cbsl,2023-06-20,297.2877,314.3802,,,
cbsl,2023-06-21,298.4708,314.4947,,,
cbsl,2023-06-22,298.5485,314.963,,,
cbsl,2023-06-23,299.0378,314.365,,,
cbsl,2023-06-26,299.8333,314.9261,,,
cbsl,2023-06-27,301.3255,316.7243,,,
cbsl,2023-06-28,301.159,316.6728,,,
cbsl,2023-07-04,299.8709,314.9879,,,
cbsl,2023-07-05,298.898,313.668,,,
cbsl,2023-07-06,300.0054,315.1016,,,
cbsl,2023-07-07,302.6459,317.0914,,,
cbsl,2023-07-10,304.0216,318.2388,,,
cbsl,2023-07-11,305.1317,319.3229,,,
cbsl,2023-07-12,306.1518,320.6817,,,
cbsl,2023-07-13,308.1626,321.8765,,,
cbsl,2023-07-14,310.4938,324.6783,,,
cbsl,2023-07-17,313.2921,327.1641,,,
cbsl,2023-07-18,314.9592,328.6534,,,
cbsl,2023-07-19,315.2616,328.9299,,,
cbsl,2023-07-20,316.3078,330.2942,,,
cbsl,2023-07-21,318.7256,331.9854,,,
cbsl,2023-07-24,321.1045,334.5576,,,
cbsl,2023-07-25,323.0392,336.1624,,,
cbsl,2023-07-26,323.6966,337.1774,,,
cbsl,2023-07-27,322.8497,335.8919,,,
cbsl,2023-07-28,322.6693,335.6506,,,
cbsl,2023-07-31,322.9613,335.4036,,,
cbsl,2023-08-02,309.7055,322.6856,,,
cbsl,2023-08-03,308.6091,322.2084,,,
cbsl,2023-08-04,312.5592,326.658,,,
cbsl,2023-08-07,315.0574,328.5784,,,
cbsl,2023-08-08,315.1109,328.6038,,,
cbsl,2023-08-09,314.947,327.522,,,
cbsl,2023-08-10,313.6129,326.7861,,,
cbsl,2023-08-11,313.7834,326.9576,,,
cbsl,2023-08-14,313.9936,326.8853,,,
cbsl,2023-08-15,314.7214,328.0221,,,
cbsl,2023-08-16,314.4528,327.8235,,,
cbsl,2023-08-17,314.7805,327.8749,,,
cbsl,2023-08-18,316.2866,329.4982,,,
cbsl,2023-08-21,316.7286,329.597,,,
cbsl,2023-08-22,316.9953,329.7506,,,
cbsl,2023-08-23,317.4681,329.8616,,,
cbsl,2023-08-24,317.4823,329.8198,,,
cbsl,2023-08-25,317.8017,329.6392,,,
cbsl,2023-08-28,317.9628,329.5226,,,
cbsl,2023-08-29,317.8342,329.5445,,,
cbsl,2023-08-31,315.3357,326.9396,,,
cbsl,2023-09-01,314.1999,325.8676,,,
cbsl,2023-09-04,313.9388,326.2837,,,
cbsl,2023-09-05,314.8702,326.653,,,
cbsl,2023-09-06,315.934,327.5101,,,
cbsl,2023-09-07,316.2754,328.0638,,,
cbsl,2023-09-08,316.3124,327.9947,,,
cbsl,2023-09-11,316.2925,327.6048,,,
cbsl,2023-09-12,316.5407,327.9261,,,
cbsl,2023-09-13,316.7737,328.5308,,,
cbsl,2023-09-14,318.0857,329.5704,,,
cbsl,2023-09-15,317.5436,328.8809,,,
cbsl,2023-09-18,317.6039,328.8363,,,
cbsl,2023-09-19,318.263,329.6034,,,
cbsl,2023-09-20,318.6982,329.9359,,,
cbsl,2023-09-21,318.9021,329.9016,,,
cbsl,2023-09-22,318.5188,329.5513,,,
cbsl,2023-09-25,318.7387,329.7702,,,
cbsl,2023-09-26,318.7387,329.8014,,,
cbsl,2023-09-27,318.2642,328.9001,,,
cbsl,2023-10-02,318.2787,329.0139,,,
cbsl,2023-10-03,318.3187,329.0008,,,
cbsl,2023-10-04,318.1004,328.9126,,,
cbsl,2023-10-05,318.2266,328.9081,,,
cbsl,2023-10-06,318.2819,328.9108,,,
cbsl,2023-10-09,318.305,328.935,,,
cbsl,2023-10-10,317.9102,328.7491,,,
cbsl,2023-10-11,318.0267,328.7869,,,
cbsl,2023-10-12,318.0688,328.8289,,,
cbsl,2023-10-13,318.0872,328.8218,,,
cbsl,2023-10-16,318.1713,328.8534,,,
cbsl,2023-10-17,318.279,329.4189,,,
cbsl,2023-10-18,318.9233,329.543,,,
cbsl,2023-10-19,319.2969,329.8115,,,
cbsl,2023-10-20,319.6489,330.4162,,,
cbsl,2023-10-23,320.3297,331.005,,,
cbsl,2023-10-24,320.8134,331.3956,,,
cbsl,2023-10-25,321.7067,332.565,,,
cbsl,2023-10-26,321.3904,331.9361,,,
cbsl,2023-10-27,321.5495,332.0178,,,
cbsl,2023-10-30,321.706,332.4987,,,
cbsl,2023-10-31,322.1725,332.5096,,,
cbsl,2023-11-01,322.3488,332.6334,,,
cbsl,2023-11-02,322.4404,333.4354,,,
cbsl,2023-11-03,323.6552,334.138,,,
cbsl,2023-11-06,323.9491,334.4083,,,
cbsl,2023-11-07,321.5916,331.9647,,,
cbsl,2023-11-08,322.5072,332.7923,,,
cbsl,2023-11-09,323.1579,333.6374,,,
cbsl,2023-11-10,322.4014,332.776,,,
cbsl,2023-11-13,322.1205,332.478,,,
cbsl,2023-11-14,321.714,332.366,,,
cbsl,2023-11-15,322.583,332.9839,,,
cbsl,2023-11-16,323.3533,333.6636,,,
cbsl,2023-11-17,322.8376,333.2524,,,
cbsl,2023-11-20,322.7982,333.2023,,,
cbsl,2023-11-21,323.0561,333.1445,,,
cbsl,2023-11-22,323.4758,333.6609,,,
cbsl,2023-11-23,323.5119,333.7081,,,
cbsl,2023-11-24,323.5585,333.7448,,,
cbsl,2023-11-27,323.6397,333.7056,,,
cbsl,2023-11-28,324.1133,334.1117,,,
cbsl,2023-11-29,324.1526,334.2295,,,
cbsl,2023-11-30,323.4672,333.4564,,,
cbsl,2023-12-01,322.9017,333.2383,,,
cbsl,2023-12-04,322.8933,333.3213,,,
cbsl,2023-12-05,323.0041,333.2059,,,
cbsl,2023-12-06,322.6889,333.0711,,,
cbsl,2023-12-07,321.8784,331.7826,,,
cbsl,2023-12-08,321.8364,331.6615,,,
cbsl,2023-12-11,322.185,332.3764,,,
cbsl,2023-12-12,322.2493,332.328,,,
cbsl,2023-12-13,321.7707,331.6167,,,
cbsl,2023-12-14,322.2364,331.4772,,,
cbsl,2023-12-15,321.694,331.5038,,,
cbsl,2023-12-18,321.9469,331.6089,,,
cbsl,2023-12-19,321.9259,331.6405,,,
cbsl,2023-12-20,321.894,331.7038,,,
cbsl,2023-12-21,321.9202,331.4997,,,
cbsl,2023-12-22,321.4635,331.3071,,,
cbsl,2023-12-27,320.5347,330.3827,,,
cbsl,2023-12-28,319.1454,328.8731,,,
cbsl,2023-12-29,319.1762,328.7784,,,
cbsl,2024-01-01,319.2318,328.7784,,,
cbsl,2024-01-02,316.9283,326.8587,,,
cbsl,2024-01-03,316.9955,326.6933,,,
cbsl,2024-01-04,317.76,327.3976,,,
cbsl,2024-01-05,317.7632,327.461,,,
cbsl,2024-01-08,317.7764,327.4478,,,
cbsl,2024-01-09,317.7816,327.4005,,,
cbsl,2024-01-10,317.8334,327.5427,,,
cbsl,2024-01-11,318.0763,327.6431,,,
cbsl,2024-01-12,317.7976,327.3582,,,
cbsl,2024-01-16,317.3574,327.189,,,
cbsl,2024-01-17,316.7872,326.4384,,,
cbsl,2024-01-18,316.0759,325.6904,,,
cbsl,2024-01-19,315.9284,326.06,,,
cbsl,2024-01-22,315.5076,325.3792,,,
cbsl,2024-01-23,315.0324,324.8287,,,
cbsl,2024-01-24,314.9824,324.7787,,,
cbsl,2024-01-26,313.1731,323.1775,,,
cbsl,2024-01-29,312.6759,322.7716,,,
cbsl,2024-01-30,312.818,322.7398,,,
cbsl,2024-01-31,312.0964,321.8542,,,
cbsl,2024-02-01,310.5415,320.4082,,,
cbsl,2024-02-02,307.1762,316.9979,,,
cbsl,2024-02-05,307.7088,317.2528,,,
cbsl,2024-02-06,307.7464,317.6567,,,
cbsl,2024-02-07,308.5698,318.6869,,,
cbsl,2024-02-08,308.4949,318.5839,,,
cbsl,2024-02-09,308.3194,318.2311,,,
cbsl,2024-02-12,308.199,317.8272,,,
cbsl,2024-02-13,308.5844,318.4655,,,
cbsl,2024-02-14,308.2669,318.1678,,,
